artist_name,artist_nationality,artist_birth_year,artist_death_year,auction_house,auction_sale_id,auction_department,auction_location,auction_date,auction_currency,exchange_rate_to_usd,auction_lot_count,lot_id,lot_place_in_auction,lot_description,lot_link,work_title,work_medium,work_execution_year,work_dimensions,work_height,work_width,work_depth,work_measurement_unit,hammer_price,buyers_premium,estimate_low,estimate_high
Andy Warhol,American,1928,1987,Sothebys,L18023,Post-War & Contemporary,London,2018-06-27T09:30:00.463000,GBP,1.31741009152462,202,126,26,"
                        acrylic and silkscreen ink on canvas<br>51 by 40.5 cm.   20 1/8  by 16 in.<br>Executed&nbsp;<em>circa&nbsp;</em>1982.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-l18023/lot.126.html,Abstract Painting,print,1982,20 1/8  by 16 in (51 by 40.5 cm),51,40.5,-1,cm,80000,20000,100000,150000
Andy Warhol,American,1928,1987,Sothebys,L18023,Post-War & Contemporary,London,2018-06-27T09:30:00.463000,GBP,1.31741009152462,202,127,27,"
                        acrylic and silkscreen ink on canvas<br>51 by 40.5 cm.   20 1/8  by 16 in.<br>Executed&nbsp;<em>circa&nbsp;</em>1982.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-l18023/lot.127.html,Abstract Painting,print,1982,20 1/8  by 16 in (51 by 40.5 cm),51,40.5,-1,cm,95000,23750,100000,150000
Andy Warhol,American,1928,1987,Sothebys,L18023,Post-War & Contemporary,London,2018-06-27T09:30:00.463000,GBP,1.31741009152462,202,198,92,"
                        signed dated <em>1982</em> and&nbsp;variously inscribed on the&nbsp;overlap<br>acrylic and silkscreen ink on canvas<br>69 by 50.7 cm.   27 1/8  by 20 in.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-l18023/lot.198.html,Poinsettia,print,1982,27 1/8  by 20 in (69 by 50.7 cm),69,50.7,-1,cm,55000,13750,70000,100000
Andy Warhol,American,1928,1987,Sothebys,L18023,Post-War & Contemporary,London,2018-06-27T09:30:00.463000,GBP,1.31741009152462,202,108,8,"
                        acrylic&nbsp;on canvas<br>50.8 by 40.6 cm.   20 by 16 in.<br>Executed in 1984.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-l18023/lot.108.html,Rorschach,painting,1984,20 by 16 in (50.8 by 40.6 cm),50.8,40.6,-1,cm,98000,24500,70000,90000
Andy Warhol,American,1928,1987,Sothebys,L18023,Post-War & Contemporary,London,2018-06-27T09:30:00.463000,GBP,1.31741009152462,202,200,94,"
                        pencil&nbsp;on paper<br>45.5 by 61.7 cm.   17 7/8  by 24 1/4  in.<br>Executed in 1962.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-l18023/lot.200.html,Untitled (Imperial Car Detail),drawing,1962,17 7/8  by 24 1/4  in (45.5 by 61.7 cm),45.5,61.7,-1,cm,60000,15000,60000,80000
Andy Warhol,American,1928,1987,Sothebys,L18023,Post-War & Contemporary,London,2018-06-27T09:30:00.463000,GBP,1.31741009152462,202,210,104,"
                        acrylic and silkscreen ink on canvas<br>56 by 56 cm.   22 by 22 in.<br>Executed in 1986.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-l18023/lot.210.html,Kachina Dolls,print,1986,22 by 22 in (56 by 56 cm),56,56,-1,cm,130000,32500,100000,150000
Andy Warhol,American,1928,1987,Phillips,UK010518,Post-War & Contemporary,London,2018-06-26T00:00:00,GBP,1.32395644283122,215,138,38,"{'medium': 'ball-point pen on paper', 'dimensions': '42.2 x 35 cm (16 5/8 x 13 3/4 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK010518/138,Sam (Seated With Long Hair),drawing,-1,42.2 x 35 cm (16 5/8 x 13 3/4 in.),42.2,35,-1,cm,13000,3250,10000,15000
Andy Warhol,American,1928,1987,Sothebys,L18022,Post-War & Contemporary,London,2018-06-26T18:00:00.468000,GBP,1.32395644283122,44,18,18,"
                        signed and dated <em>79/86 </em>on the overlap<br>acrylic and silkscreen ink&nbsp;on canvas<br>46.1 by 35.4 cm.   18 1/8  by 14 in.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-evening-auction-l18022/lot.18.html,Marilyn (Reversal),print,1914,18 1/8  by 14 in (46.1 by 35.4 cm),46.1,35.4,-1,cm,1150000,240000,1200000,1800000
Andy Warhol,American,1928,1987,Phillips,UK010518,Post-War & Contemporary,London,2018-06-26T00:00:00,GBP,1.32395644283122,215,134,34,"{'medium': 'watercolour on paper', 'dimensions': '34.5 x 47.5 cm (13 5/8 x 18 3/4 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK010518/134,Turquoise And Yellow Monkey,watercolor,-1,34.5 x 47.5 cm (13 5/8 x 18 3/4 in.),34.5,47.5,-1,cm,20000,5000,20000,30000
Andy Warhol,American,1928,1987,Sothebys,L18022,Post-War & Contemporary,London,2018-06-26T18:00:00.468000,GBP,1.32395644283122,44,41,41,"
                        signed and dated <em>85</em> on the overlap<br>acrylic on canvas<br>143.4 by 163.6 cm.   56 1/2  by 64 3/8  in.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-evening-auction-l18022/lot.41.html,Vesuvius,painting,1964,56 1/2  by 64 3/8  in (143.4 by 163.6 cm),143.4,163.6,-1,cm,800000,170000,800000,1200000
Andy Warhol,American,1928,1987,Christies,16169,Post-War & Contemporary,Paris,2018-06-08T00:00:00,EUR,1.1754,186,219,102,"ANDY WARHOL (1928-1987)
Dione (Portrait of Dione Guffey Kenzer) 
signé et titré 'dione andy Warhol' (en bas à gauche)
feuille d'or et encre sur papier marouflé sur papier imprimé
50.2 x 39.1 cm. (19 ¾ x 15 3/8 in.)
Réalisé vers 1957.",https://www.christies.com/lotfinder/paintings/andy-warhol-dione-6149985-details.aspx,Dione (Portrait Of Dione Guffey Kenzer),painting,1957,19  3/4 x 15 3/8 in (50.2 x 39.1 cm),50.2,39.1,-1,cm,130000,32500,150000,250000
Andy Warhol,American,1928,1987,Sothebys,HK0831,Post-War & Contemporary,Hong Kong,2018-06-08T10:00:00.344000,HKD,0.127453319164624,102,139,38,"
                        signed by the artist, signed by Mick Jagger and numbered <em>43/250</em>; stamped with the publisher stamp on the reverse<br>Executed in 1975, this work is number 43 from an edition of 250, plus 50 artist's proofs and 3 printer's proof from the <em>Mick Jagger Portfolio series</em>, published by&nbsp;Seabird Editions, London.<br>screenprint on paper<br>sheet: 111 by 73.5 cm; 43¾ by 29 in.&nbsp;<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/curated-turn-it-up-hk0831/lot.139.html,Mick Jagger,print,1975,29 in (111 by 73.5 cm),111,73.5,-1,cm,-1,400001,240000,350000
Andy Warhol,American,1928,1987,Christies,16169,Post-War & Contemporary,Paris,2018-06-08T00:00:00,EUR,1.1754,186,220,103,"ANDY WARHOL (1928-1987)
Space Fruit: Pears 
porte le cachet the Estate of Andy Warhol et de la Andy Warhol Foundation for the Visual Arts (au dos)
sérigraphie en couleurs; vraisemblablement une épreuve d'essai unique dans sa composition et sa combinaison de couleurs, imprimée par Rupert Jasen Smith avec son timbre sec et publiée par Grippi/Zivian Inc., New York
76.2 x 101.6 cm. (30 x 40 in.)
Réalisé en 1979.",https://www.christies.com/lotfinder/prints-multiples/andy-warhol-space-fruit-pears-6149986-details.aspx,Space Fruit: Pears,painting,1979,30 x 40 in (76.2 x 101.6 cm),76.2,101.6,-1,cm,18000,4500,15000,20000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,192,192,"{'medium': 'Screenprint in colours, on Arches paper, with full margins.', 'dimensions': 'I. 88 x 70.4 cm (34 5/8 x 27 3/4 in.)\r\nS. 110.2 x 73.5 cm (43 3/8 x 28 7/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/192,Ladies And Gentleman,print,-1,"I. 88 x 70.4 cm (34 5/8 x 27 3/4 in.)
S. 110.2 x 73.5 cm (43 3/8 x 28 7/8 in.)",-1,-1,-1,cm,5500,1375,3000,5000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,32,32,"{'medium': 'Screenprint in colours, on Arches Aquarelle (Rough) paper, the full sheet.', 'dimensions': 'S. 111.2 x 73.5 cm (43 3/4 x 28 7/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/32,Mick Jagger,print,-1,S. 111.2 x 73.5 cm (43 3/4 x 28 7/8 in.),111.2,73.5,-1,cm,52000,13000,30000,50000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,33,33,"{'medium': 'Screenprint in colours, on Arches Aquarelle (Rough) paper, the full sheet.', 'dimensions': 'S. 111.3 x 73.5 cm (43 7/8 x 28 7/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/33,Mick Jagger,print,-1,S. 111.3 x 73.5 cm (43 7/8 x 28 7/8 in.),111.3,73.5,-1,cm,30000,7500,25000,35000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,30,30,"{'medium': 'Screenprint in colours, on wove paper, with full margins.', 'dimensions': 'I. 81 x 47.8 cm (31 7/8 x 18 7/8 in.)\r\nS. 89 x 58.5 cm (35 x 23 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/30,"Old Fashioned Vegetable, From Campbell'S Soup Ii",print,-1,"I. 81 x 47.8 cm (31 7/8 x 18 7/8 in.)
S. 89 x 58.5 cm (35 x 23 in.)",-1,-1,-1,cm,16000,4000,10000,15000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,29,29,"{'medium': 'Screenprint in colours, on wove paper, with full margins.', 'dimensions': 'I. 81.1 x 47.6 cm (31 7/8 x 18 3/4 in.)\r\nS. 89.1 x 58.6 cm (35 1/8 x 23 1/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/29,"Hot Dog Bean, From Campbell'S Soup Ii",print,-1,"I. 81.1 x 47.6 cm (31 7/8 x 18 3/4 in.)
S. 89.1 x 58.6 cm (35 1/8 x 23 1/8 in.)",-1,-1,-1,cm,18000,4500,10000,15000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,195,195,"{'medium': 'Screenprint in colours, on a paper shopping bag.', 'dimensions': 'I. 42 x 24.3 cm (16 1/2 x 9 5/8 in.)\r\nbag 49.7 x 43.3 cm (19 5/8 x 17 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/195,Campbell'S Soup Can (Tomato),print,-1,"I. 42 x 24.3 cm (16 1/2 x 9 5/8 in.)
bag 49.7 x 43.3 cm (19 5/8 x 17 in.)",-1,-1,-1,cm,800,200,1000,1500
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,196,196,"{'medium': 'Screenprint and offset lithograph in colours, on Rives paper, the full sheet.', 'dimensions': 'S. 85.2 x 69.9 cm (33 1/2 x 27 1/2 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/196,Bunte,print,-1,S. 85.2 x 69.9 cm (33 1/2 x 27 1/2 in.),85.2,69.9,-1,cm,3500,875,1000,1500
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,194,194,"{'medium': 'Screenprint in colours, on wove paper, the sheet slightly trimmed.', 'dimensions': 'S. 97.4 x 80.8 cm (38 3/8 x 31 3/4 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/194,Jean Cocteau,print,-1,S. 97.4 x 80.8 cm (38 3/8 x 31 3/4 in.),97.4,80.8,-1,cm,2000,500,2000,3000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,193,193,"{'medium': 'Screenprint in colours, on wove paper, the full sheet.', 'dimensions': 'S. 90 x 121.6 cm (35 3/8 x 47 7/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/193,Electric Chair,print,-1,S. 90 x 121.6 cm (35 3/8 x 47 7/8 in.),90,121.6,-1,cm,12000,3000,5000,7000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,31,31,"{'medium': 'The complete set of four screenprints in colours, on Strathmore Bristol paper, the full sheets.', 'dimensions': 'all S. 76.4 x 101.7 cm (30 1/8 x 40 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/31,Skulls,print,-1,all S. 76.4 x 101.7 cm (30 1/8 x 40 in.),76.4,101.7,-1,cm,-1,1,60000,80000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,28,28,"{'medium': 'Screenprint in colours, on Beckett High White paper, the full sheet.', 'dimensions': 'S. 91.5 x 91.5 cm (36 x 36 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/28,Mao,print,-1,S. 91.5 x 91.5 cm (36 x 36 in.),91.5,91.5,-1,cm,24000,6000,20000,30000
Andy Warhol,American,1928,1987,Phillips,UK030218,Prints & Multiples,London,2018-06-07T00:00:00,GBP,1.34312268079843,280,191,191,"{'medium': 'Screenprint in colours, on Arches paper, with full margins.', 'dimensions': 'I. 98.5 x 68.5 cm (38 3/4 x 26 7/8 in.)\r\nS. 111 x 73.4 cm (43 3/4 x 28 7/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK030218/191,Ladies And Gentleman,print,-1,"I. 98.5 x 68.5 cm (38 3/4 x 26 7/8 in.)
S. 111 x 73.4 cm (43 3/4 x 28 7/8 in.)",-1,-1,-1,cm,7000,1750,3000,5000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,744,124,"Andy Warhol (1928-1987)
Camouflage
stamped with the Estate of Andy Warhol stamp and the Andy Warhol Foundation for the Visual Arts, Inc. stamp and numbered ‘PA 85.054’ (on the overlap); numbered again 'PA 85.054' (on the stretcher); stamped again with the Andy Warhol Foundation for the Visual Arts, Inc. stamp (on the reverse)
synthetic polymer and silkscreen inks on canvas
11 7/8 x 9 7/8 in. (30.1 x 25 cm.)
Painted in 1986.",https://www.christies.com/lotfinder/paintings/andy-warhol-camouflage-6141946-details.aspx,Camouflage,print,1986,11 7/8 x 9 7/8 in (30.1 x 25 cm),30.1,25,-1,cm,80000,20000,50000,70000
Andy Warhol,American,1928,1987,Phillips,UK040118,Photographs,London,2018-05-18T00:00:00,GBP,1.34909819639279,172,6,6,"{'medium': 'Four unique Polaroid Polacolor Type 108 prints.', 'dimensions': 'Each image: 9.4 x 7.2 cm (3 3/4 x 2 7/8 in.)\r\nEach sheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK040118/6,"Bianca Jagger, Jerry Hall, Grace Jones, Diane Von Furstenberg",photograph,-1,"Each image: 9.4 x 7.2 cm (3 3/4 x 2 7/8 in.)
Each sheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)",-1,-1,-1,cm,50000,12500,20000,30000
Andy Warhol,American,1928,1987,Phillips,UK040118,Photographs,London,2018-05-18T00:00:00,GBP,1.34909819639279,172,3,3,"{'medium': 'Unique Polaroid Polacolor Type 108 print.', 'dimensions': 'Image: 9.5 x 7.2 cm (3 3/4 x 2 7/8 in.)\r\nSheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK040118/3,Debbie Harry,photograph,-1,"Image: 9.5 x 7.2 cm (3 3/4 x 2 7/8 in.)
Sheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)",-1,-1,-1,cm,13000,3250,8000,12000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,690,81,"Andy Warhol (1928-1987)
Lilo Fink
stamped twice with the Estate of Andy Warhol stamp and the Andy Warhol Foundation for the Visual Arts, Inc. stamp and numbered 'PO50.721' (on the overlap)
synthetic polymer and silkscreen inks on canvas
40 x 40 in. (101.6 x 101.6 cm.)
Painted circa 1980.",https://www.christies.com/lotfinder/paintings/andy-warhol-lilo-fink-6141892-details.aspx,Lilo Fink,print,1980,40 x 40 in (101.6 x 101.6 cm),101.6,101.6,-1,cm,160000,40000,150000,250000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,695,95,"Andy Warhol (1928-1987)
Dominque de Menil
signed, stamped three times with the Estate of Andy Warhol stamp and three times with the Andy Warhol Foundation for the Visual Arts, Inc. stamp, numbered and dated 'Andy Warhol 1969 P060.062' (on the overlap); numbered again 'P060.062' (on the stretcher)
synthetic polymer and silkscreen inks on canvas
48 x 48 in. (121.9 x 121.9 cm.)
Painted in 1969.",https://www.christies.com/lotfinder/paintings/andy-warhol-dominque-de-menil-6141897-details.aspx?from=salesummery&intobjectid=6141897&sid=693275e0-fe1b-4ec2-aa2e-958487a29680,Dominque De Menil,print,1969,48 x 48 in (121.9 x 121.9 cm),121.9,121.9,-1,cm,-1,0,300000,500000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,678,71,"Andy Warhol (1928-1987)
Coca-Cola
signed twice and dated twice 'ANDY WARHOL/62 Andy Warhol/1962' (on the reverse)
graphite and ink on paper
24 x 17 7/8 in. (60.9 x 45.4 cm.)
Drawn in 1962.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-coca-cola-6141880-details.aspx,Coca-Cola,drawing,1962,24 x 17 7/8 in (60.9 x 45.4 cm),60.9,45.4,-1,cm,600000,132500,700000,1000000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,679,72,"Andy Warhol (1928-1987)
Large Gold Shoe
signed 'Andy Warhol' (lower right); stamped with the Andy Warhol Art Authentication Board, Inc. stamp and numbered 'A150.984' (on the reverse)
ink, gold leaf and appliqué on paper
14 x 21 7/8 in. (35.5 x 55.5 cm.)
Executed circa 1950s.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-large-gold-shoe-6141881-details.aspx,Large Gold Shoe,painting,1950,14 x 21 7/8 in (35.5 x 55.5 cm),35.5,55.5,-1,cm,300000,72500,300000,500000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,691,91,"Andy Warhol (1928–1987)
Jane Lang
synthetic polymer and silkscreen inks on canvas
40 x 40 in. (101.6 x 101.6 cm.)
Executed in 1976.",https://www.christies.com/lotfinder/paintings/andy-warhol-jane-lang-6141893-details.aspx?from=salesummery&intobjectid=6141893&sid=693275e0-fe1b-4ec2-aa2e-958487a29680,Jane Lang,print,1976,40 x 40 in (101.6 x 101.6 cm),101.6,101.6,-1,cm,-1,0,200000,300000
Andy Warhol,American,1928,1987,Phillips,UK040118,Photographs,London,2018-05-18T00:00:00,GBP,1.34909819639279,172,5,5,"{'medium': 'Four unique Polaroid Polacolor Type 108 prints.', 'dimensions': 'Each image: 9.4 x 7.2 cm (3 3/4 x 2 7/8 in.)\r\nEach sheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK040118/5,"Gilbert And George, Truman Capote, Roy Lichtenstein",photograph,-1,"Each image: 9.4 x 7.2 cm (3 3/4 x 2 7/8 in.)
Each sheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)",-1,-1,-1,cm,21000,5250,20000,30000
Andy Warhol,American,1928,1987,Phillips,UK040118,Photographs,London,2018-05-18T00:00:00,GBP,1.34909819639279,172,4,4,"{'medium': 'Unique Polaroid Polacolor Type 108 print.', 'dimensions': 'Image: 9.4 x 7.3 cm (3 3/4 x 2 7/8 in.)\r\nSheet: 10.6 x 8.5 cm (4 1/8 x 3 3/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK040118/4,Dennis Hopper,photograph,-1,"Image: 9.4 x 7.3 cm (3 3/4 x 2 7/8 in.)
Sheet: 10.6 x 8.5 cm (4 1/8 x 3 3/8 in.)",-1,-1,-1,cm,8000,2000,8000,12000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,685,85,"Andy Warhol (1928-1987)
Skull
signed 'Andy Warhol' (on the overlap)
synthetic polymer and silkscreen ink on canvas
15 1/8 x 19 in. (38.4 x 48.2 cm.)
Painted in 1976-1977.",https://www.christies.com/lotfinder/paintings/andy-warhol-skull-6141887-details.aspx?from=salesummery&intobjectid=6141887&sid=693275e0-fe1b-4ec2-aa2e-958487a29680,Skull,print,1976,15 1/8 x 19 in (38.4 x 48.2 cm),38.4,48.2,-1,cm,-1,0,650000,850000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,696,85,"Andy Warhol (1928-1987)
Paul Delvaux
stamped twice with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered twice 'VF PO50.734' (on the overlap); numbered again 'PO50.734' (on the stretcher)
synthetic polymer paint and silkscreen inks on canvas
40 x 40 in. (101.6 x 101.6 cm.)
Painted in 1981.",https://www.christies.com/lotfinder/paintings/andy-warhol-paul-delvaux-6141898-details.aspx,Paul Delvaux,print,1981,40 x 40 in (101.6 x 101.6 cm),101.6,101.6,-1,cm,140000,35000,120000,180000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,692,82,"ANDY WARHOL (1928-1987)
Untitled (Orange Flowers)
signed with the artist's initials and dated 'a.w. 64' (on the overlap)
synthetic polymer and silkscreen ink on canvas
5 x 5 in. (12.7 x 12.7 cm.)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-untitled-6141894-details.aspx,Untitled (Orange Flowers),print,1964,5 x 5 in (12.7 x 12.7 cm),12.7,12.7,-1,cm,220000,55000,150000,200000
Andy Warhol,American,1928,1987,Phillips,UK040118,Photographs,London,2018-05-18T00:00:00,GBP,1.34909819639279,172,2,2,"{'medium': 'Unique Polaroid Polacolor Type 108 print.', 'dimensions': 'Image: 9.4 x 7.2 cm (3 3/4 x 2 7/8 in.)\r\nSheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)'}",https://www.phillips.com/detail/ANDY-WARHOL/UK040118/2,Robert Mapplethorpe,photograph,-1,"Image: 9.4 x 7.2 cm (3 3/4 x 2 7/8 in.)
Sheet: 10.7 x 8.5 cm (4 1/4 x 3 3/8 in.)",-1,-1,-1,cm,8000,2000,8000,12000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,694,84,"Andy Warhol (1928-1987)
Cats and Dogs (Pom)
stamped with the Andy Warhol Foundation for the Visual Arts Inc. and the Estate of Andy Warhol stamps and numbered 'PA27.019' (on the overlap); numbered again 'PA27.019' (on the stretcher)
synthetic polymer and silkscreen inks on canvas
32 x 26 in. (81.2 x 66 cm.)
Painted in 1976.",https://www.christies.com/lotfinder/paintings/andy-warhol-cats-and-dogs-6141896-details.aspx,Cats And Dogs (Pom),print,1976,32 x 26 in (81.2 x 66 cm),81.2,66,-1,cm,140000,35000,150000,250000
Andy Warhol,American,1928,1987,Christies,15969,Post-War & Contemporary,New York,2018-05-18T00:00:00,USD,1,152,693,83,"ANDY WARHOL (1928-1987)
Untitled (Yellow Flowers)
signed and dated 'Andy Warhol '64' (on the overlap)
synthetic polymer and silkscreen ink on canvas
5 x 5 in. (12.7 x 12.7 cm)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-untitled-6141895-details.aspx,Untitled (Yellow Flowers),print,1964,5 x 5 in (12.7 x 12.7 cm),12.7,12.7,-1,cm,200000,50000,150000,200000
Andy Warhol,American,1928,1987,Sothebys,L18780,Photographs,London,2018-05-17T14:30:00.847000,GBP,1.3514596451059,72,19,19,"
                        Vintage silver print. With the artist's copyright stamp on the verso. Matted.&nbsp;<br>18.1 x 13.1 cm (7¼ x 5¼ in.)<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/photographs-l18780/lot.19.html,Self-Portrait (Andy Warhol With Film Camera Taken During The Heyday Of His Factory Films),photograph,-1,7 1/4 x 5 1/4 in (18.1 x 13.1 cm),18.1,13.1,-1,cm,8000,2000,2000,3000
Andy Warhol,American,1928,1987,Christies,15968,Post-War & Contemporary,New York,2018-05-17T00:00:00,USD,1,65,63,-1,"ANDY WARHOL (1928-1987) 
Flowers 
signed twice and dated 'ANDY WARHOL 64 Andy Warhol' (on the overlap)
synthetic polymer and silkscreen inks on canvas
24 x 24 in. (61 x 61 cm.)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-flowers-6141800-details.aspx,Flowers,print,1964,24 x 24 in (61 x 61 cm),61,61,-1,cm,1750000,362500,1800000,2500000
Andy Warhol,American,1928,1987,Sothebys,N09859,Post-War & Contemporary,New York,2018-05-17T14:00:00.306000,USD,1,356,157,57,"
                        signed and dated <em>'87&nbsp;</em>on the reverse<em>&nbsp;</em><br>four stitched gelatin silver prints<br>27 1/4  by 21 in.   69.2 by 53.3 cm.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-n09859/lot.157.html,Untitled (Empire State Building),photograph,1953,27 1/4  by 21 in (69.2 by 53.3 cm),69.2,53.3,-1,cm,65000,16250,40000,60000
Andy Warhol,American,1928,1987,Christies,15968,Post-War & Contemporary,New York,2018-05-17T00:00:00,USD,1,65,15,-1,"Andy Warhol (1928-1987)
Most Wanted Men No. 11, John Joseph H., Jr.
signed 'Andy Warhol' (on the reverse of each canvas)
diptych—silkscreen ink on linen
each: 49 x 38 in. (124.5 x 96.5 cm.)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-most-wanted-men-no-11-6141752-details.aspx,"Most Wanted Men , John Joseph H., Jr.",print,1964,49 x 38 in (124.5 x 96.5 cm),124.5,96.5,-1,cm,-1,28437501,-1,-1
Andy Warhol,American,1928,1987,Sothebys,N09859,Post-War & Contemporary,New York,2018-05-17T14:00:00.306000,USD,1,356,155,55,"
                        dedicated <em>To Ernest the Andy Warhol Mothers Cake</em><br>watercolor, ink and gold appliqué on paper<br>27 1/2  by 21 in.   69.9 by 53.3 cm.<br>Executed in 1959.&nbsp;<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-n09859/lot.155.html,Untitled,watercolor,1959,27 1/2  by 21 in (69.9 by 53.3 cm),69.9,53.3,-1,cm,65000,16250,50000,70000
Andy Warhol,American,1928,1987,Phillips,NY010318,Post-War & Contemporary,New York,2018-05-17T00:00:00,USD,1,38,14,14,"{'medium': 'synthetic polymer paint and silkscreen ink on canvas', 'dimensions': '40 x 40 in. (101.6 x 101.6 cm.)'}",https://www.phillips.com/detail/ANDY-WARHOL/NY010318/14,Last Supper,print,-1,40 x 40 in. (101.6 x 101.6 cm.),101.6,101.6,-1,cm,7037778,1194722,8000000,12000000
